Major Occupation Group ID,Major Occupation Group,Minor Occupation Group ID,Minor Occupation Group,Broad Occupation ID,Broad Occupation,Detailed Occupation ID,Detailed Occupation,Year,Average Wage,Average Wage Appx MOE,Record Count,Total Population
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518021,Stationary engineers & boiler operators,2017,64434.95083798883,21203.936815785735,44.0,895.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518021,Stationary engineers & boiler operators,2018,59148.36513994911,25431.06566576901,46.0,786.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518021,Stationary engineers & boiler operators,2019,64847.630847029075,30722.724870862803,45.0,791.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518021,Stationary engineers & boiler operators,2020,71090.36923076923,39117.82814481163,36.0,585.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518021,Stationary engineers & boiler operators,2021,68386.30659536541,38592.723070182896,37.0,561.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518021,Stationary engineers & boiler operators,2022,75815.3689956332,48919.29194298415,29.0,458.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518021,Stationary engineers & boiler operators,2023,91332.21657754011,55708.78138271748,28.0,374.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518031,Water & wastewater treatment plant & system operators,2014,40795.16427104723,15856.25932856377,25.0,487.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518031,Water & wastewater treatment plant & system operators,2015,41771.106930693066,16105.299584387007,24.0,505.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518031,Water & wastewater treatment plant & system operators,2016,37021.56910569106,19270.73679935627,23.0,492.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518031,Water & wastewater treatment plant & system operators,2017,37375.34394904459,20470.15260831407,22.0,471.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518031,Water & wastewater treatment plant & system operators,2018,43633.55972222222,17105.37664871676,25.0,720.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518031,Water & wastewater treatment plant & system operators,2019,47713.9632721202,19491.22261672444,24.0,599.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518031,Water & wastewater treatment plant & system operators,2020,47472.90442477876,20412.570470493574,25.0,565.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518031,Water & wastewater treatment plant & system operators,2021,52501.33984375,19789.985816937045,22.0,512.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518031,Water & wastewater treatment plant & system operators,2022,59243.80162601626,18939.738034057395,26.0,615.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518031,Water & wastewater treatment plant & system operators,2023,62391.98481561822,23679.371342949486,27.0,461.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518090,Miscellaneous plant & system operators,2014,67059.33050847458,27154.599149113415,5.0,118.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518090,Miscellaneous plant & system operators,2015,67754.37209302325,25619.44552548972,5.0,129.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518090,Miscellaneous plant & system operators,2016,75814.34801762115,20116.25649063943,5.0,227.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518090,Miscellaneous plant & system operators,2017,77210.90322580645,31273.062948323284,4.0,155.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518090,Miscellaneous plant & system operators,2018,78990.41401273885,31942.814672363656,4.0,157.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518090,Miscellaneous plant & system operators,2019,91243.15533980583,96.98735181002847,1.0,103.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518090,Miscellaneous plant & system operators,2020,92051.87037037036,4638.753157157391,2.0,108.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518090,Miscellaneous plant & system operators,2021,59149.846153846156,75858.2645695322,2.0,13.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518090,Miscellaneous plant & system operators,2022,63957.53846153846,82355.58765825037,2.0,13.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518090,Miscellaneous plant & system operators,2023,59461.75,35321.886923509395,4.0,80.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519010,"Chemical processing machine setters, operators, & tenders",2014,44911.45238095238,16600.06146033932,11.0,210.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519010,"Chemical processing machine setters, operators, & tenders",2015,44042.94835680751,19194.62396130141,11.0,213.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519010,"Chemical processing machine setters, operators, & tenders",2016,42823.426778242676,20611.309093068812,11.0,239.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519010,"Chemical processing machine setters, operators, & tenders",2017,42644.89893617021,23852.079218117367,7.0,188.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519010,"Chemical processing machine setters, operators, & tenders",2018,32589.333333333332,34157.2533014672,11.0,240.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519010,"Chemical processing machine setters, operators, & tenders",2019,35064.78378378379,29820.993750682468,13.0,370.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519010,"Chemical processing machine setters, operators, & tenders",2020,37600.87073863636,17811.225402700835,17.0,704.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519010,"Chemical processing machine setters, operators, & tenders",2021,39876.29562982005,17367.67929866841,18.0,778.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519010,"Chemical processing machine setters, operators, & tenders",2022,45748.46766743649,18480.373259115957,24.0,866.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519010,"Chemical processing machine setters, operators, & tenders",2023,50938.18362573099,16348.047823050047,22.0,855.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519020,"Crushing, grinding, polishing, mixing, & blending workers",2014,32315.681093394076,19122.222477084328,14.0,439.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519020,"Crushing, grinding, polishing, mixing, & blending workers",2015,32892.735483870965,26719.560458001077,12.0,310.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519020,"Crushing, grinding, polishing, mixing, & blending workers",2016,38564.13240418118,25281.825860275505,11.0,287.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519020,"Crushing, grinding, polishing, mixing, & blending workers",2017,40124.27062706271,25471.326325663867,13.0,303.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519020,"Crushing, grinding, polishing, mixing, & blending workers",2018,49782.18823529412,23145.314597640172,13.0,170.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519020,"Crushing, grinding, polishing, mixing, & blending workers",2019,37457.08579088472,16100.972027920761,19.0,373.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519020,"Crushing, grinding, polishing, mixing, & blending workers",2020,36764.826506024096,12828.465984689637,19.0,415.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519020,"Crushing, grinding, polishing, mixing, & blending workers",2021,31610.40803382664,18969.22164647333,19.0,473.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519020,"Crushing, grinding, polishing, mixing, & blending workers",2022,35402.54191033138,20777.352036952892,19.0,513.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519020,"Crushing, grinding, polishing, mixing, & blending workers",2023,33509.706666666665,21963.825370909428,18.0,450.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519030,Cutting workers,2014,19955.845794392524,25000.386347413358,15.0,214.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519030,Cutting workers,2015,25312.65,36179.04639796426,11.0,100.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519030,Cutting workers,2016,31770.607476635512,30811.407245117043,9.0,107.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519030,Cutting workers,2017,35044.62585034013,25451.92228621996,9.0,147.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519030,Cutting workers,2018,42395.12727272727,33195.87420452217,12.0,275.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519030,Cutting workers,2019,39479.51524390244,30522.211432775668,14.0,328.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519030,Cutting workers,2020,40485.09144542773,33167.89489233606,14.0,339.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519030,Cutting workers,2021,44135.366197183095,33634.42937172658,16.0,355.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519030,Cutting workers,2022,47259.464052287585,41423.173615615284,14.0,306.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519030,Cutting workers,2023,42769.76,44310.66438744154,12.0,200.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519041,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",2014,52349.22352941176,102732.5743854251,3.0,85.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519041,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",2015,50254.795454545456,100518.33400269537,3.0,88.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519041,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",2016,52861.65853658537,109594.95944305704,3.0,82.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519041,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",2017,16802.63829787234,4743.6615397206015,2.0,47.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519041,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",2018,62505.192307692305,39849.45936265797,2.0,52.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519041,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",2019,62196.268907563026,15975.0191789028,3.0,119.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519041,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",2020,62942.70796460177,16954.943734614,3.0,113.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519041,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",2021,66469.45038167939,6896.334624172938,2.0,131.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519041,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",2022,72075.265625,7606.344332171282,2.0,128.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519041,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",2023,75251.37373737374,15752.35980362423,2.0,99.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519051,"Furnace, kiln, oven, drier, & kettle operators & tenders",2014,37201.13,54666.86993833554,6.0,100.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519051,"Furnace, kiln, oven, drier, & kettle operators & tenders",2015,36316.941860465115,56081.69341227692,8.0,86.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519051,"Furnace, kiln, oven, drier, & kettle operators & tenders",2016,38205.45045045045,44914.645204053886,10.0,111.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519051,"Furnace, kiln, oven, drier, & kettle operators & tenders",2017,40127.75,51206.605876879235,9.0,96.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519051,"Furnace, kiln, oven, drier, & kettle operators & tenders",2018,36774.62222222222,42264.42974884167,8.0,90.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519051,"Furnace, kiln, oven, drier, & kettle operators & tenders",2019,34060.87654320987,29327.527638653883,7.0,81.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519051,"Furnace, kiln, oven, drier, & kettle operators & tenders",2020,44126.04,15252.960839777717,2.0,25.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519051,"Furnace, kiln, oven, drier, & kettle operators & tenders",2022,88596.4705882353,,1.0,17.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519051,"Furnace, kiln, oven, drier, & kettle operators & tenders",2023,80316.88095238095,77402.6777546012,4.0,42.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519061,"Inspectors, testers, sorters, samplers, & weighers",2014,37524.005208333336,13851.226014174217,121.0,2880.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519061,"Inspectors, testers, sorters, samplers, & weighers",2015,37724.85861610113,13492.982612213997,117.0,3006.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519061,"Inspectors, testers, sorters, samplers, & weighers",2016,38206.55188981422,13267.786437641806,130.0,3122.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519061,"Inspectors, testers, sorters, samplers, & weighers",2017,44596.48099371446,16639.291324447753,145.0,3341.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519061,"Inspectors, testers, sorters, samplers, & weighers",2018,42975.41693244419,14012.646034172436,156.0,3449.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519061,"Inspectors, testers, sorters, samplers, & weighers",2019,42284.9312849162,13581.635275133642,165.0,3580.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519061,"Inspectors, testers, sorters, samplers, & weighers",2020,44683.135395010395,12655.634975231165,169.0,3848.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519061,"Inspectors, testers, sorters, samplers, & weighers",2021,47773.751391465674,13461.008222116785,158.0,3773.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519061,"Inspectors, testers, sorters, samplers, & weighers",2022,48668.06349206349,9473.224738073566,137.0,3339.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519061,"Inspectors, testers, sorters, samplers, & weighers",2023,51550.61884236453,10465.88800829854,130.0,3248.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519071,Jewelers & precious stone & metal workers,2014,19464.01360544218,31766.960585716995,7.0,147.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519071,Jewelers & precious stone & metal workers,2015,19892.525974025975,31063.625612502656,7.0,154.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519071,Jewelers & precious stone & metal workers,2016,19603.521276595744,26296.430413491013,9.0,188.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519071,Jewelers & precious stone & metal workers,2017,32505.294520547945,48234.514992421726,8.0,146.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519071,Jewelers & precious stone & metal workers,2018,27862.095588235294,54932.293319968776,8.0,136.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519071,Jewelers & precious stone & metal workers,2019,32064.809160305344,52499.61841753289,8.0,131.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519071,Jewelers & precious stone & metal workers,2020,27867.177606177607,27635.307272253223,10.0,259.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519071,Jewelers & precious stone & metal workers,2021,31119.421800947868,33450.69849438949,8.0,211.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519071,Jewelers & precious stone & metal workers,2022,28395.101941747573,17400.321007520146,9.0,206.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519071,Jewelers & precious stone & metal workers,2023,34360.89949748744,26010.397620259217,10.0,199.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519080,"Medical, dental, & ophthalmic laboratory technicians",2014,40525.2125748503,25252.040929202984,15.0,334.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519080,"Medical, dental, & ophthalmic laboratory technicians",2015,42268.886666666665,26293.705176966145,9.0,150.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519080,"Medical, dental, & ophthalmic laboratory technicians",2016,42425.82887700535,21438.3603545173,8.0,187.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519080,"Medical, dental, & ophthalmic laboratory technicians",2017,43104.6978021978,21789.08334077551,8.0,182.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519080,"Medical, dental, & ophthalmic laboratory technicians",2018,46963.53333333333,32391.760514404,6.0,120.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519080,"Medical, dental, & ophthalmic laboratory technicians",2019,38652.53,26995.576484874615,5.0,100.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519080,"Medical, dental, & ophthalmic laboratory technicians",2020,35293.63106796116,16961.714802827835,5.0,103.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519080,"Medical, dental, & ophthalmic laboratory technicians",2021,34583.61538461538,30824.076710135116,4.0,52.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519080,"Medical, dental, & ophthalmic laboratory technicians",2022,42428.67307692308,20668.36943843043,6.0,104.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519080,"Medical, dental, & ophthalmic laboratory technicians",2023,43416.281746031746,15526.578636593622,12.0,252.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519111,Packaging & filling machine operators & tenders,2014,26477.39935064935,10978.295043493687,27.0,616.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519111,Packaging & filling machine operators & tenders,2015,33962.73290937997,25108.91555838142,28.0,629.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519111,Packaging & filling machine operators & tenders,2016,37650.96996996997,36057.127904960354,30.0,666.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519111,Packaging & filling machine operators & tenders,2017,40884.151187904965,27179.373640649905,37.0,926.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519111,Packaging & filling machine operators & tenders,2018,44088.98998569385,36163.18393477934,30.0,699.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519111,Packaging & filling machine operators & tenders,2019,46236.29506172839,31641.818688184507,37.0,810.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519111,Packaging & filling machine operators & tenders,2020,41973.257847533634,24887.712159439976,38.0,892.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519111,Packaging & filling machine operators & tenders,2021,42403.503311258275,11780.270214696242,40.0,1057.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519111,Packaging & filling machine operators & tenders,2022,45795.529411764706,12193.494243437412,33.0,816.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519111,Packaging & filling machine operators & tenders,2023,48120.02581369248,11488.382437820132,42.0,891.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2014,45857.4896373057,27436.207389691874,25.0,386.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2015,46745.97590361446,25999.46259207711,24.0,332.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2016,45607.14772727273,24716.939192404552,30.0,440.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2017,41836.63338788871,20340.030419032188,32.0,611.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2018,43491.53157894737,16772.13533449314,34.0,760.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2019,44188.99213483146,14597.840853430658,36.0,890.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2020,44314.14301430143,14349.098833781676,40.0,909.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2021,46387.06981519507,12878.103924510579,39.0,974.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2022,53424.7027027027,14798.322168539033,35.0,777.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2023,59828.35294117647,19499.25747652127,31.0,697.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2014,16784.3671875,23216.738694366588,5.0,128.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2015,24059.81818181818,43451.424856592945,6.0,110.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2016,30925.951612903227,71004.06198667554,4.0,62.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2017,43325.92682926829,72243.4044619039,3.0,41.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2018,49093.0,152847.2814238854,2.0,20.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2019,47972.80952380953,156027.77251288286,2.0,21.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2020,32196.6,1275.1826335987384,1.0,5.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2021,33700.0,1609.984188553474,1.0,4.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2022,36483.5,,1.0,4.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2023,37988.25,1875.6833770333674,1.0,4.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519160,Computer numerically controlled tool operators and programmers,2018,46637.89587073609,31843.52713974413,27.0,557.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519160,Computer numerically controlled tool operators and programmers,2019,50927.75692963753,32317.226904775092,23.0,469.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519160,Computer numerically controlled tool operators and programmers,2020,51357.207792207795,25911.788239936464,22.0,539.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519160,Computer numerically controlled tool operators and programmers,2021,53084.32668329177,32082.964761612955,17.0,401.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519160,Computer numerically controlled tool operators and programmers,2022,55080.74785100287,29084.69902959406,16.0,349.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519160,Computer numerically controlled tool operators and programmers,2023,56884.52525252525,22590.390006782545,17.0,396.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519191,Adhesive bonding machine operators & tenders,2014,11410.728260869566,11623.623224482608,3.0,92.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519191,Adhesive bonding machine operators & tenders,2015,11096.225806451614,11485.927540024413,3.0,93.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519191,Adhesive bonding machine operators & tenders,2016,11394.21875,11484.38159019164,3.0,96.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519191,Adhesive bonding machine operators & tenders,2017,17559.272727272728,51.80948801259371,1.0,22.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519191,Adhesive bonding machine operators & tenders,2018,17987.285714285714,150.6234191134615,1.0,21.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519191,Adhesive bonding machine operators & tenders,2019,41112.833333333336,827.0773273374062,1.0,6.0
